order_id,order_date,product_id,category,price,quantity,customer_id,region,revenue
98,2023-01-05 01:00:00,1081,Home,251.49,1,19160,South,251.49
99,2023-01-05 02:00:00,1052,Home,251.49,4,13572,South,1005.96
100,2023-01-05 03:00:00,1023,Home,251.49,4,17971,South,1005.96
101,2023-01-05 04:00:00,1025,Sports,251.49,4,16640,West,1005.96
102,2023-01-05 05:00:00,1088,Electronics,251.49,1,18231,North,251.49
103,2023-01-05 06:00:00,1059,Sports,251.49,4,13984,South,1005.96
104,2023-01-05 07:00:00,1040,Home,251.49,1,16948,East,251.49
105,2023-01-05 08:00:00,1028,Sports,251.49,2,10688,North,502.98
106,2023-01-05 09:00:00,1014,Home,251.49,2,17860,West,502.98
107,2023-01-05 10:00:00,1044,Sports,251.49,1,16507,South,251.49
108,2023-01-05 11:00:00,1064,Clothing,251.49,1,17790,North,251.49
109,2023-01-05 12:00:00,1088,Sports,251.49,1,13908,West,251.49
110,2023-01-05 13:00:00,1070,Home,251.49,1,17817,West,251.49
111,2023-01-05 14:00:00,1008,Home,251.49,3,10232,East,754.47
112,2023-01-05 15:00:00,1087,Sports,251.49,2,12350,North,502.98
113,2023-01-05 16:00:00,1000,Sports,251.49,2,13791,East,502.98
114,2023-01-05 17:00:00,1007,Clothing,251.49,3,18090,North,754.47
115,2023-01-05 18:00:00,1087,Electronics,251.49,4,13103,North,1005.96
116,2023-01-05 19:00:00,1062,Electronics,251.49,1,15431,North,251.49
117,2023-01-05 20:00:00,1010,Clothing,251.49,1,13303,East,251.49
118,2023-01-05 21:00:00,1080,Electronics,251.49,4,14972,North,1005.96
119,2023-01-05 22:00:00,1007,Electronics,251.49,2,17140,South,502.98
120,2023-01-05 23:00:00,1034,Home,251.49,3,18094,North,754.47
121,2023-01-06 00:00:00,1034,Home,251.49,1,13698,North,251.49
122,2023-01-06 01:00:00,1032,Home,251.49,2,13874,North,502.98
123,2023-01-06 02:00:00,1004,Sports,251.49,2,12511,East,502.98
124,2023-01-06 03:00:00,1040,Sports,251.49,2,13687,South,502.98
125,2023-01-06 04:00:00,1027,Electronics,251.49,3,14259,South,754.47
126,2023-01-06 05:00:00,1006,Sports,251.49,3,16223,North,754.47
127,2023-01-06 06:00:00,1072,Home,251.49,3,14400,South,754.47
128,2023-01-06 07:00:00,1071,Sports,251.49,3,12372,South,754.47
129,2023-01-06 08:00:00,1011,Electronics,251.49,3,18302,North,754.47
130,2023-01-06 09:00:00,1033,Home,251.49,3,17699,South,754.47
131,2023-01-06 10:00:00,1032,Electronics,251.49,4,15541,West,1005.96
132,2023-01-06 11:00:00,1047,Sports,251.49,2,10895,East,502.98
133,2023-01-06 12:00:00,1022,Clothing,251.49,2,13254,South,502.98
134,2023-01-06 13:00:00,1061,Clothing,251.49,4,19063,North,1005.96
135,2023-01-06 14:00:00,1087,Home,251.49,1,14938,North,251.49
136,2023-01-06 15:00:00,1036,Electronics,251.49,4,18682,South,1005.96
137,2023-01-06 16:00:00,1098,Clothing,251.49,1,14784,North,251.49
138,2023-01-06 17:00:00,1043,Clothing,251.49,1,11035,East,251.49
139,2023-01-06 18:00:00,1085,Home,251.49,4,19555,South,1005.96
140,2023-01-06 19:00:00,1090,Home,251.49,4,13354,East,1005.96
141,2023-01-06 20:00:00,1034,Electronics,251.49,3,14248,West,754.47
142,2023-01-06 21:00:00,1064,Clothing,251.49,4,15553,West,1005.96
143,2023-01-06 22:00:00,1098,Electronics,251.49,3,18545,South,754.47
144,2023-01-06 23:00:00,1046,Electronics,251.49,4,12082,South,1005.96
145,2023-01-07 00:00:00,1077,Home,251.49,4,13573,North,1005.96
146,2023-01-07 01:00:00,1002,Electronics,251.49,1,10179,North,251.49
147,2023-01-07 02:00:00,1000,Sports,251.49,4,17655,North,1005.96
148,2023-01-07 03:00:00,1004,Electronics,251.49,1,19918,North,251.49
149,2023-01-07 04:00:00,1089,Clothing,251.49,3,13911,South,754.47
150,2023-01-07 05:00:00,1013,Electronics,251.49,4,13729,East,1005.96
151,2023-01-07 06:00:00,1026,Sports,251.49,3,16261,East,754.47
152,2023-01-07 07:00:00,1008,Sports,251.49,4,18911,East,1005.96
153,2023-01-07 08:00:00,1078,Clothing,251.49,4,10978,East,1005.96
154,2023-01-07 09:00:00,1014,Clothing,251.49,2,13150,North,502.98
155,2023-01-07 10:00:00,1089,Electronics,251.49,4,17644,North,1005.96
156,2023-01-07 11:00:00,1041,Sports,251.49,1,10846,North,251.49
157,2023-01-07 12:00:00,1076,Sports,251.49,3,17035,South,754.47
158,2023-01-07 13:00:00,1050,Electronics,251.49,2,11296,West,502.98
159,2023-01-07 14:00:00,1062,Clothing,251.49,2,15646,South,502.98
160,2023-01-07 15:00:00,1095,Sports,251.49,3,10167,East,754.47
161,2023-01-07 16:00:00,1051,Electronics,251.49,3,10074,North,754.47
162,2023-01-07 17:00:00,1095,Clothing,251.49,2,17426,East,502.98
163,2023-01-07 18:00:00,1003,Electronics,251.49,4,13446,North,1005.96
164,2023-01-07 19:00:00,1093,Clothing,251.49,2,16901,North,502.98
165,2023-01-07 20:00:00,1022,Clothing,251.49,4,17129,North,1005.96
166,2023-01-07 21:00:00,1014,Sports,251.49,3,14152,North,754.47
167,2023-01-07 22:00:00,1042,Home,251.49,4,15854,South,1005.96
168,2023-01-07 23:00:00,1028,Sports,251.49,4,15505,East,1005.96
169,2023-01-08 00:00:00,1035,Electronics,251.49,4,11440,South,1005.96
170,2023-01-08 01:00:00,1012,Clothing,251.49,1,14868,North,251.49
171,2023-01-08 02:00:00,1031,Sports,251.49,4,13508,West,1005.96
172,2023-01-08 03:00:00,1070,Clothing,251.49,1,17162,South,251.49
173,2023-01-08 04:00:00,1058,Sports,251.49,4,19278,North,1005.96
174,2023-01-08 05:00:00,1085,Electronics,251.49,4,19271,East,1005.96
175,2023-01-08 06:00:00,1027,Electronics,251.49,1,16887,North,251.49
176,2023-01-08 07:00:00,1065,Electronics,251.49,4,15006,East,1005.96
177,2023-01-08 08:00:00,1041,Sports,251.49,4,18892,East,1005.96
178,2023-01-08 09:00:00,1044,Home,251.49,1,14363,East,251.49
179,2023-01-08 10:00:00,1061,Electronics,251.49,1,10912,West,251.49
180,2023-01-08 11:00:00,1056,Sports,251.49,1,17817,South,251.49
181,2023-01-08 12:00:00,1005,Home,251.49,1,18918,East,251.49
182,2023-01-08 13:00:00,1027,Sports,251.49,4,12323,East,1005.96
183,2023-01-08 14:00:00,1027,Sports,251.49,4,12483,North,1005.96
184,2023-01-08 15:00:00,1043,Electronics,251.49,3,15611,South,754.47
185,2023-01-08 16:00:00,1083,Home,251.49,4,16535,South,1005.96
186,2023-01-08 17:00:00,1029,Sports,251.49,2,14072,North,502.98
187,2023-01-08 18:00:00,1061,Sports,251.49,2,18406,West,502.98
188,2023-01-08 19:00:00,1074,Sports,251.49,2,13700,South,502.98
189,2023-01-08 20:00:00,1091,Sports,251.49,4,12509,West,1005.96
190,2023-01-08 21:00:00,1088,Electronics,251.49,2,10359,East,502.98
191,2023-01-08 22:00:00,1061,Sports,251.49,4,14378,North,1005.96
192,2023-01-08 23:00:00,1096,Home,251.49,1,15610,North,251.49
193,2023-01-09 00:00:00,1000,Clothing,251.49,4,18486,North,1005.96
194,2023-01-09 01:00:00,1026,Home,251.49,3,14458,East,754.47
195,2023-01-09 02:00:00,1061,Sports,251.49,4,10830,North,1005.96
196,2023-01-09 03:00:00,1076,Sports,251.49,2,18683,West,502.98
197,2023-01-09 04:00:00,1002,Home,251.49,1,10362,East,251.49
198,2023-01-09 05:00:00,1069,Clothing,251.49,1,12738,West,251.49
199,2023-01-09 06:00:00,1071,Electronics,251.49,1,10079,East,251.49
200,2023-01-09 07:00:00,1026,Clothing,251.49,3,11264,West,754.47
201,2023-01-09 08:00:00,1008,Clothing,251.49,3,14486,North,754.47
202,2023-01-09 09:00:00,1061,Clothing,251.49,3,17328,South,754.47
203,2023-01-09 10:00:00,1036,Home,251.49,2,19795,North,502.98
204,2023-01-09 11:00:00,1096,Clothing,251.49,2,15762,West,502.98
205,2023-01-09 12:00:00,1050,Electronics,251.49,3,12856,West,754.47
206,2023-01-09 13:00:00,1043,Sports,251.49,4,12650,West,1005.96
207,2023-01-09 14:00:00,1023,Home,251.49,3,18057,North,754.47
208,2023-01-09 15:00:00,1078,Home,251.49,3,17429,South,754.47
209,2023-01-09 16:00:00,1058,Clothing,251.49,3,11981,South,754.47
210,2023-01-09 17:00:00,1031,Sports,251.49,1,19525,East,251.49
211,2023-01-09 18:00:00,1095,Sports,251.49,2,19166,South,502.98
212,2023-01-09 19:00:00,1087,Sports,251.49,1,18088,South,251.49
213,2023-01-09 20:00:00,1051,Home,251.49,4,18858,South,1005.96
214,2023-01-09 21:00:00,1061,Electronics,251.49,4,17147,North,1005.96
215,2023-01-09 22:00:00,1057,Sports,251.49,2,12828,East,502.98
216,2023-01-09 23:00:00,1051,Home,251.49,4,17891,South,1005.96
217,2023-01-10 00:00:00,1011,Clothing,251.49,1,12692,East,251.49
218,2023-01-10 01:00:00,1038,Sports,251.49,1,13045,East,251.49
219,2023-01-10 02:00:00,1001,Clothing,251.49,1,18518,West,251.49
220,2023-01-10 03:00:00,1002,Sports,251.49,4,15689,West,1005.96
221,2023-01-10 04:00:00,1055,Clothing,251.49,3,18132,East,754.47
222,2023-01-10 05:00:00,1080,Home,251.49,1,16692,North,251.49
223,2023-01-10 06:00:00,1058,Clothing,251.49,1,16876,North,251.49
224,2023-01-10 07:00:00,1001,Home,251.49,3,15353,East,754.47
225,2023-01-10 08:00:00,1001,Clothing,251.49,3,14730,West,754.47
226,2023-01-10 09:00:00,1091,Clothing,251.49,2,11453,North,502.98
227,2023-01-10 10:00:00,1053,Clothing,251.49,4,18942,East,1005.96
228,2023-01-10 11:00:00,1086,Sports,251.49,1,17678,South,251.49
229,2023-01-10 12:00:00,1095,Electronics,251.49,2,14169,South,502.98
230,2023-01-10 13:00:00,1096,Electronics,251.49,4,18887,South,1005.96
231,2023-01-10 14:00:00,1000,Sports,251.49,2,14969,North,502.98
232,2023-01-10 15:00:00,1018,Clothing,251.49,4,13693,East,1005.96
233,2023-01-10 16:00:00,1001,Clothing,251.49,1,18030,West,251.49
234,2023-01-10 17:00:00,1052,Sports,251.49,2,19443,North,502.98
235,2023-01-10 18:00:00,1043,Home,251.49,4,17277,East,1005.96
236,2023-01-10 19:00:00,1089,Home,251.49,4,19477,West,1005.96
237,2023-01-10 20:00:00,1031,Sports,251.49,4,13022,East,1005.96
238,2023-01-10 21:00:00,1069,Electronics,251.49,3,13159,North,754.47
239,2023-01-10 22:00:00,1031,Home,251.49,4,11032,South,1005.96
240,2023-01-10 23:00:00,1067,Sports,251.49,3,14160,North,754.47
241,2023-01-11 00:00:00,1054,Home,251.49,1,14913,North,251.49
242,2023-01-11 01:00:00,1074,Sports,251.49,2,16542,North,502.98
243,2023-01-11 02:00:00,1055,Home,251.49,1,10825,South,251.49
244,2023-01-11 03:00:00,1016,Home,251.49,3,19861,North,754.47
245,2023-01-11 04:00:00,1037,Sports,251.49,1,14814,South,251.49
246,2023-01-11 05:00:00,1023,Electronics,251.49,3,11018,South,754.47
247,2023-01-11 06:00:00,1068,Electronics,251.49,3,13398,West,754.47
248,2023-01-11 07:00:00,1097,Home,251.49,4,16445,South,1005.96
249,2023-01-11 08:00:00,1069,Home,251.49,3,10346,South,754.47
250,2023-01-11 09:00:00,1085,Electronics,251.49,4,10905,South,1005.96
251,2023-01-11 10:00:00,1010,Sports,251.49,2,13679,South,502.98
252,2023-01-11 11:00:00,1015,Clothing,251.49,4,16692,North,1005.96
253,2023-01-11 12:00:00,1096,Home,251.49,4,16453,South,1005.96
254,2023-01-11 13:00:00,1072,Clothing,251.49,4,10739,South,1005.96
255,2023-01-11 14:00:00,1058,Home,251.49,4,11997,West,1005.96
256,2023-01-11 15:00:00,1069,Electronics,251.49,2,19510,West,502.98
257,2023-01-11 16:00:00,1079,Sports,251.49,2,13631,North,502.98
258,2023-01-11 17:00:00,1092,Home,251.49,2,12305,East,502.98
259,2023-01-11 18:00:00,1002,Clothing,251.49,3,10663,South,754.47
260,2023-01-11 19:00:00,1019,Electronics,251.49,3,19225,East,754.47
261,2023-01-11 20:00:00,1058,Home,251.49,4,16274,South,1005.96
262,2023-01-11 21:00:00,1035,Sports,251.49,4,14285,West,1005.96
263,2023-01-11 22:00:00,1018,Home,251.49,3,18609,North,754.47
264,2023-01-11 23:00:00,1089,Sports,251.49,4,12009,North,1005.96
265,2023-01-12 00:00:00,1066,Sports,251.49,2,16397,East,502.98
266,2023-01-12 01:00:00,1018,Electronics,251.49,1,18869,West,251.49
267,2023-01-12 02:00:00,1019,Home,251.49,4,12997,South,1005.96
268,2023-01-12 03:00:00,1095,Sports,251.49,1,18788,North,251.49
269,2023-01-12 04:00:00,1070,Electronics,251.49,2,17203,West,502.98
270,2023-01-12 05:00:00,1051,Home,251.49,4,18000,West,1005.96
271,2023-01-12 06:00:00,1032,Sports,251.49,2,15883,North,502.98
272,2023-01-12 07:00:00,1039,Electronics,251.49,2,10427,North,502.98
273,2023-01-12 08:00:00,1038,Home,251.49,2,14027,West,502.98
274,2023-01-12 09:00:00,1081,Sports,251.49,3,19557,East,754.47
275,2023-01-12 10:00:00,1000,Electronics,251.49,4,18557,North,1005.96
276,2023-01-12 11:00:00,1010,Electronics,251.49,2,14014,West,502.98
277,2023-01-12 12:00:00,1091,Home,251.49,3,18161,East,754.47
278,2023-01-12 13:00:00,1056,Electronics,251.49,4,11503,North,1005.96
279,2023-01-12 14:00:00,1088,Home,251.49,2,13966,North,502.98
280,2023-01-12 15:00:00,1049,Home,251.49,4,11501,South,1005.96
281,2023-01-12 16:00:00,1022,Sports,251.49,3,18355,West,754.47
282,2023-01-12 17:00:00,1030,Home,251.49,3,16586,North,754.47
283,2023-01-12 18:00:00,1093,Electronics,251.49,4,16878,West,1005.96
284,2023-01-12 19:00:00,1041,Home,251.49,4,10580,North,1005.96
285,2023-01-12 20:00:00,1098,Sports,251.49,3,14237,West,754.47
286,2023-01-12 21:00:00,1006,Electronics,251.49,2,11124,East,502.98
287,2023-01-12 22:00:00,1015,Sports,251.49,3,16092,West,754.47
288,2023-01-12 23:00:00,1089,Clothing,251.49,2,13859,South,502.98
289,2023-01-13 00:00:00,1059,Sports,251.49,3,19755,South,754.47
290,2023-01-13 01:00:00,1001,Clothing,251.49,3,10261,South,754.47
291,2023-01-13 02:00:00,1000,Clothing,251.49,2,10789,North,502.98
292,2023-01-13 03:00:00,1047,Home,251.49,1,17510,South,251.49
293,2023-01-13 04:00:00,1011,Electronics,251.49,2,14348,West,502.98
294,2023-01-13 05:00:00,1068,Home,251.49,1,11159,North,251.49
295,2023-01-13 06:00:00,1036,Electronics,251.49,2,11664,South,502.98
296,2023-01-13 07:00:00,1031,Sports,251.49,3,17868,East,754.47
297,2023-01-13 08:00:00,1008,Clothing,251.49,2,12726,West,502.98
298,2023-01-13 09:00:00,1098,Clothing,251.49,1,14688,North,251.49
299,2023-01-13 10:00:00,1018,Clothing,251.49,3,17729,North,754.47
300,2023-01-13 11:00:00,1047,Sports,251.49,2,17503,East,502.98
301,2023-01-13 12:00:00,1079,Sports,251.49,2,15384,South,502.98
302,2023-01-13 13:00:00,1002,Home,251.49,3,10520,South,754.47
303,2023-01-13 14:00:00,1019,Home,251.49,1,15082,West,251.49
304,2023-01-13 15:00:00,1023,Electronics,251.49,2,17755,West,502.98
305,2023-01-13 16:00:00,1053,Electronics,251.49,1,15025,East,251.49
306,2023-01-13 17:00:00,1032,Clothing,251.49,2,12198,East,502.98
307,2023-01-13 18:00:00,1023,Sports,251.49,2,10482,East,502.98
308,2023-01-13 19:00:00,1074,Sports,251.49,4,14327,South,1005.96
309,2023-01-13 20:00:00,1071,Home,251.49,4,10264,South,1005.96
310,2023-01-13 21:00:00,1035,Home,251.49,2,16604,North,502.98
311,2023-01-13 22:00:00,1037,Electronics,251.49,4,11395,West,1005.96
312,2023-01-13 23:00:00,1083,Electronics,251.49,1,11713,East,251.49
313,2023-01-14 00:00:00,1098,Home,251.49,4,10120,North,1005.96
314,2023-01-14 01:00:00,1088,Home,251.49,3,15162,North,754.47
315,2023-01-14 02:00:00,1098,Sports,251.49,4,18321,North,1005.96
316,2023-01-14 03:00:00,1024,Electronics,251.49,2,19132,North,502.98
317,2023-01-14 04:00:00,1092,Home,251.49,3,10440,North,754.47
318,2023-01-14 05:00:00,1017,Home,251.49,2,14410,North,502.98
319,2023-01-14 06:00:00,1081,Clothing,251.49,4,16766,East,1005.96
320,2023-01-14 07:00:00,1065,Home,251.49,2,19115,South,502.98
321,2023-01-14 08:00:00,1053,Home,251.49,4,18911,North,1005.96
322,2023-01-14 09:00:00,1034,Sports,251.49,1,13968,West,251.49
323,2023-01-14 10:00:00,1079,Home,251.49,3,18598,South,754.47
324,2023-01-14 11:00:00,1060,Electronics,251.49,3,15767,North,754.47
325,2023-01-14 12:00:00,1040,Clothing,251.49,1,16131,South,251.49
326,2023-01-14 13:00:00,1099,Sports,251.49,3,14679,South,754.47
327,2023-01-14 14:00:00,1032,Electronics,251.49,2,15376,North,502.98
328,2023-01-14 15:00:00,1067,Clothing,251.49,2,18970,South,502.98
329,2023-01-14 16:00:00,1032,Clothing,251.49,4,10007,East,1005.96
330,2023-01-14 17:00:00,1013,Home,251.49,3,18754,North,754.47
331,2023-01-14 18:00:00,1020,Clothing,251.49,3,18557,North,754.47
332,2023-01-14 19:00:00,1047,Clothing,251.49,3,16343,North,754.47
333,2023-01-14 20:00:00,1019,Home,251.49,1,16615,South,251.49
334,2023-01-14 21:00:00,1007,Sports,251.49,4,10747,North,1005.96
335,2023-01-14 22:00:00,1006,Home,251.49,3,16225,East,754.47
336,2023-01-14 23:00:00,1066,Sports,251.49,3,15320,South,754.47
337,2023-01-15 00:00:00,1016,Clothing,251.49,2,19891,East,502.98
338,2023-01-15 01:00:00,1032,Electronics,251.49,1,14133,South,251.49
339,2023-01-15 02:00:00,1047,Sports,251.49,3,13852,South,754.47
340,2023-01-15 03:00:00,1075,Sports,251.49,3,14915,North,754.47
341,2023-01-15 04:00:00,1058,Sports,251.49,1,13655,South,251.49
342,2023-01-15 05:00:00,1085,Sports,251.49,2,15771,West,502.98
343,2023-01-15 06:00:00,1021,Clothing,251.49,1,12867,West,251.49
344,2023-01-15 07:00:00,1029,Electronics,251.49,4,14065,North,1005.96
345,2023-01-15 08:00:00,1037,Sports,251.49,2,11411,West,502.98
346,2023-01-15 09:00:00,1050,Electronics,251.49,3,19911,West,754.47
347,2023-01-15 10:00:00,1053,Clothing,251.49,3,14614,West,754.47
348,2023-01-15 11:00:00,1007,Sports,251.49,4,14918,North,1005.96
349,2023-01-15 12:00:00,1026,Electronics,251.49,1,19341,West,251.49
350,2023-01-15 13:00:00,1026,Sports,251.49,3,13659,East,754.47
351,2023-01-15 14:00:00,1097,Sports,251.49,1,19662,West,251.49
352,2023-01-15 15:00:00,1020,Clothing,251.49,1,14484,East,251.49
353,2023-01-15 16:00:00,1029,Sports,251.49,1,17647,South,251.49
354,2023-01-15 17:00:00,1096,Electronics,251.49,3,14339,East,754.47
355,2023-01-15 18:00:00,1027,Electronics,251.49,2,15597,West,502.98
356,2023-01-15 19:00:00,1063,Clothing,251.49,3,13325,North,754.47
357,2023-01-15 20:00:00,1096,Home,251.49,2,11184,South,502.98
358,2023-01-15 21:00:00,1068,Home,251.49,2,17592,North,502.98
359,2023-01-15 22:00:00,1060,Clothing,251.49,2,11154,East,502.98
360,2023-01-15 23:00:00,1047,Clothing,251.49,3,18485,East,754.47
361,2023-01-16 00:00:00,1018,Home,251.49,4,14328,South,1005.96
362,2023-01-16 01:00:00,1003,Home,251.49,4,12593,West,1005.96
363,2023-01-16 02:00:00,1034,Electronics,251.49,2,19805,North,502.98
364,2023-01-16 03:00:00,1063,Electronics,251.49,3,12284,West,754.47
365,2023-01-16 04:00:00,1048,Electronics,251.49,4,13437,South,1005.96
366,2023-01-16 05:00:00,1016,Home,251.49,4,12640,North,1005.96
367,2023-01-16 06:00:00,1043,Clothing,251.49,3,15710,West,754.47
368,2023-01-16 07:00:00,1091,Sports,251.49,1,11830,West,251.49
369,2023-01-16 08:00:00,1029,Electronics,251.49,4,13560,North,1005.96
370,2023-01-16 09:00:00,1092,Sports,251.49,4,12667,North,1005.96
371,2023-01-16 10:00:00,1045,Clothing,251.49,3,17997,West,754.47
372,2023-01-16 11:00:00,1005,Home,251.49,3,19018,West,754.47
